return_id,original_order_id,return_date,return_month,customer_id,employee_id,product_id,region,province,return_quantity,unit_price,return_amount,return_reason,status
RET000173,ORD0010837,2024-07-24,7,CUS01825,EMP1090,PRD0015,Miền Nam,Đồng Nai,2,9000,18000,Hàng vỡ vận chuyển,Đã xử lý
RET000174,ORD0047936,2024-06-25,6,CUS01177,EMP1007,PRD0088,Miền Bắc,Hải Dương,3,50000,150000,Hàng lỗi,Từ chối
RET000175,ORD0023912,2024-12-31,12,CUS00127,EMP1030,PRD0008,Miền Bắc,Hà Nội,31,18000,558000,Hàng vỡ vận chuyển,Đã xử lý
RET000176,ORD0011916,2024-06-13,6,CUS01140,EMP1039,PRD0057,Miền Trung,Khánh Hòa,33,50000,1650000,Sai sản phẩm,Đã xử lý
RET000177,ORD0026254,2024-01-31,1,CUS01759,EMP1042,PRD0044,Miền Trung,Bình Định,7,25000,175000,Hàng vỡ vận chuyển,Đang xử lý
RET000178,ORD0011157,2024-12-09,12,CUS00796,EMP1049,PRD0068,Miền Trung,Nghệ An,2,35000,70000,Không đúng đơn hàng,Đã xử lý
RET000179,ORD0021772,2024-06-12,6,CUS00472,EMP1053,PRD0079,Miền Nam,Đồng Nai,2,25000,50000,Không đúng đơn hàng,Đang xử lý
RET000180,ORD0026376,2024-02-01,2,CUS00573,EMP1041,PRD0043,Miền Trung,Huế,20,40000,800000,Sai sản phẩm,Đã xử lý
RET000181,ORD0015265,2024-04-08,4,CUS00666,EMP1008,PRD0084,Miền Bắc,Hưng Yên,18,10000,180000,Hàng vỡ vận chuyển,Đã xử lý
RET000182,ORD0057991,2024-11-16,11,CUS01727,EMP1038,PRD0067,Miền Trung,Nghệ An,7,20000,140000,Hàng hết hạn,Đã xử lý
RET000183,ORD0018872,2024-12-27,12,CUS00583,EMP1045,PRD0077,Miền Trung,Quảng Nam,10,10000,100000,Khách từ chối nhận,Đã xử lý
RET000184,ORD0022408,2024-02-01,2,CUS00125,EMP1079,PRD0086,Miền Nam,Long An,24,18000,432000,Hàng lỗi,Đã xử lý
RET000185,ORD0027166,2024-03-24,3,CUS01679,EMP1089,PRD0100,Miền Nam,Vũng Tàu,13,10000,130000,Hàng lỗi,Đã xử lý
RET000186,ORD0053704,2024-08-06,8,CUS01595,EMP1102,PRD0012,Miền Nam,Cần Thơ,4,12000,48000,Hàng hết hạn,Từ chối
RET000187,ORD0018576,2024-07-06,7,CUS01700,EMP1101,PRD0008,Miền Nam,Long An,40,18000,720000,Hàng vỡ vận chuyển,Đã xử lý
RET000188,ORD0022400,2024-11-29,11,CUS01278,EMP1068,PRD0096,Miền Nam,Đồng Nai,52,35000,1820000,Không đúng đơn hàng,Đã xử lý
RET000189,ORD0011755,2024-08-01,8,CUS00373,EMP1010,PRD0055,Miền Bắc,Hải Phòng,15,8500,127500,Sai sản phẩm,Đã xử lý
RET000190,ORD0059052,2024-12-31,12,CUS01868,EMP1044,PRD0087,Miền Trung,Quảng Ngãi,25,15000,375000,Không đúng đơn hàng,Đã xử lý
RET000191,ORD0030148,2024-10-06,10,CUS01170,EMP1050,PRD0019,Miền Trung,Bình Định,2,35000,70000,Sai sản phẩm,Đã xử lý
RET000192,ORD0024731,2024-11-05,11,CUS00573,EMP1041,PRD0094,Miền Trung,Huế,8,35000,280000,Không đúng đơn hàng,Đã xử lý
RET000193,ORD0019740,2024-12-31,12,CUS01864,EMP1042,PRD0057,Miền Trung,Đà Nẵng,41,50000,2050000,Không đúng đơn hàng,Đã xử lý
RET000194,ORD0038521,2024-03-11,3,CUS00537,EMP1022,PRD0052,Miền Bắc,Bắc Ninh,17,9000,153000,Khách từ chối nhận,Đã xử lý
RET000195,ORD0029685,2024-12-21,12,CUS00576,EMP1045,PRD0017,Miền Trung,Quảng Ngãi,24,35000,840000,Sai sản phẩm,Đã xử lý
RET000196,ORD0039338,2024-04-01,4,CUS01382,EMP1016,PRD0004,Miền Bắc,Quảng Ninh,14,25000,350000,Khách từ chối nhận,Đang xử lý
RET000197,ORD0047046,2024-04-28,4,CUS00389,EMP1038,PRD0054,Miền Trung,Nghệ An,48,10000,480000,Sai sản phẩm,Đã xử lý
RET000198,ORD0037354,2024-12-09,12,CUS01214,EMP1015,PRD0029,Miền Bắc,Bắc Ninh,2,20000,40000,Hàng hết hạn,Đã xử lý
RET000199,ORD0044217,2024-12-25,12,CUS01864,EMP1042,PRD0008,Miền Trung,Đà Nẵng,4,18000,72000,Không đúng đơn hàng,Đã xử lý
RET000200,ORD0026008,2024-10-26,10,CUS01877,EMP1079,PRD0013,Miền Nam,Bình Dương,4,40000,160000,Hàng vỡ vận chuyển,Đã xử lý
RET000201,ORD0036583,2024-11-29,11,CUS01091,EMP1010,PRD0076,Miền Bắc,Hải Dương,9,9000,81000,Sai sản phẩm,Đã xử lý
RET000202,ORD0015885,2024-06-12,6,CUS00641,EMP1011,PRD0003,Miền Bắc,Nam Định,49,15000,735000,Khách từ chối nhận,Đã xử lý
RET000203,ORD0042285,2024-03-05,3,CUS00500,EMP1042,PRD0086,Miền Trung,Đà Nẵng,6,18000,108000,Hàng hết hạn,Đã xử lý
RET000204,ORD0049806,2024-10-04,10,CUS01770,EMP1106,PRD0045,Miền Nam,Đồng Nai,3,18000,54000,Hàng vỡ vận chuyển,Đã xử lý
RET000205,ORD0047045,2024-12-16,12,CUS00332,EMP1006,PRD0020,Miền Bắc,Nam Định,3,20000,60000,Hàng hết hạn,Đã xử lý
RET000206,ORD0015869,2024-06-07,6,CUS00379,EMP1030,PRD0048,Miền Bắc,Thái Bình,34,12000,408000,Hàng lỗi,Đã xử lý
RET000207,ORD0022267,2024-01-06,1,CUS00075,EMP1070,PRD0068,Miền Nam,Tiền Giang,2,35000,70000,Khách từ chối nhận,Đã xử lý
RET000208,ORD0010955,2024-09-04,9,CUS01458,EMP1041,PRD0065,Miền Trung,Khánh Hòa,3,20000,60000,Hàng vỡ vận chuyển,Đã xử lý
RET000209,ORD0047184,2024-08-27,8,CUS01874,EMP1004,PRD0056,Miền Trung,Nghệ An,2,10000,20000,Hàng vỡ vận chuyển,Đã xử lý
RET000210,ORD0011247,2024-03-13,3,CUS00573,EMP1041,PRD0020,Miền Trung,Huế,44,20000,880000,Hàng hết hạn,Đã xử lý
RET000211,ORD0046593,2024-10-26,10,CUS01233,EMP1050,PRD0062,Miền Trung,Nghệ An,21,20000,420000,Sai sản phẩm,Đã xử lý
RET000212,ORD0016648,2024-12-11,12,CUS01675,EMP1094,PRD0067,Miền Nam,Vũng Tàu,23,20000,460000,Sai sản phẩm,Đã xử lý
RET000213,ORD0056856,2024-11-20,11,CUS00573,EMP1041,PRD0035,Miền Trung,Huế,11,18000,198000,Hàng lỗi,Đã xử lý
RET000214,ORD0017224,2024-04-12,4,CUS00213,EMP1071,PRD0034,Miền Nam,Tiền Giang,34,8500,289000,Sai sản phẩm,Đang xử lý
RET000215,ORD0025583,2024-02-14,2,CUS00037,EMP1093,PRD0099,Miền Nam,Vũng Tàu,6,25000,150000,Hàng lỗi,Đã xử lý
RET000216,ORD0018045,2024-11-05,11,CUS01877,EMP1079,PRD0013,Miền Nam,Bình Dương,1,40000,40000,Hàng hết hạn,Từ chối
RET000217,ORD0023443,2024-11-04,11,CUS00537,EMP1022,PRD0045,Miền Bắc,Bắc Ninh,12,18000,216000,Hàng vỡ vận chuyển,Đã xử lý
RET000218,ORD0027354,2024-03-09,3,CUS01140,EMP1039,PRD0005,Miền Trung,Khánh Hòa,22,50000,1100000,Hàng hết hạn,Đang xử lý
RET000219,ORD0045654,2024-04-26,4,CUS01552,EMP1085,PRD0005,Miền Nam,Tiền Giang,4,50000,200000,Hàng lỗi,Đang xử lý
RET000220,ORD0010672,2024-08-22,8,CUS01182,EMP1080,PRD0027,Miền Nam,Tiền Giang,7,35000,245000,Hàng hết hạn,Đã xử lý
RET000221,ORD0026675,2024-06-15,6,CUS01882,EMP1018,PRD0018,Miền Bắc,Hải Dương,3,20000,60000,Hàng vỡ vận chuyển,Đã xử lý
RET000222,ORD0018482,2024-04-01,4,CUS00282,EMP1083,PRD0085,Miền Nam,Tiền Giang,28,9000,252000,Sai sản phẩm,Đã xử lý
RET000223,ORD0031897,2024-11-22,11,CUS00774,EMP1033,PRD0096,Miền Bắc,Hưng Yên,4,35000,140000,Sai sản phẩm,Đang xử lý
RET000224,ORD0035090,2024-08-08,8,CUS00783,EMP1044,PRD0012,Miền Trung,Huế,1,12000,12000,Hàng lỗi,Đã xử lý
RET000225,ORD0012030,2024-02-21,2,CUS01861,EMP1035,PRD0081,Miền Trung,Nghệ An,8,30000,240000,Hàng lỗi,Từ chối
RET000226,ORD0013791,2024-04-02,4,CUS01304,EMP1030,PRD0018,Miền Bắc,Hải Dương,23,20000,460000,Khách từ chối nhận,Đang xử lý
RET000227,ORD0014216,2024-11-29,11,CUS01099,EMP1025,PRD0092,Miền Bắc,Thái Bình,3,12000,36000,Hàng hết hạn,Đã xử lý
RET000228,ORD0041111,2024-03-27,3,CUS01590,EMP1079,PRD0056,Miền Nam,TP.HCM,10,10000,100000,Không đúng đơn hàng,Đã xử lý
RET000229,ORD0037128,2024-02-29,2,CUS00058,EMP1016,PRD0043,Miền Bắc,Thái Bình,22,40000,880000,Không đúng đơn hàng,Đã xử lý
RET000230,ORD0034732,2024-12-30,12,CUS01092,EMP1049,PRD0051,Miền Trung,Đà Nẵng,6,8500,51000,Không đúng đơn hàng,Đã xử lý
RET000231,ORD0047229,2024-02-03,2,CUS00086,EMP1037,PRD0076,Miền Trung,Đà Nẵng,24,9000,216000,Hàng lỗi,Đã xử lý
RET000232,ORD0040947,2024-12-31,12,CUS00420,EMP1022,PRD0055,Miền Bắc,Hải Phòng,11,8500,93500,Khách từ chối nhận,Đã xử lý
RET000233,ORD0050326,2024-11-03,11,CUS00943,EMP1057,PRD0036,Miền Nam,Cần Thơ,14,30000,420000,Hàng hết hạn,Đã xử lý
RET000234,ORD0028569,2024-09-16,9,CUS01538,EMP1008,PRD0040,Miền Bắc,Quảng Ninh,16,18000,288000,Sai sản phẩm,Đã xử lý
RET000235,ORD0038340,2024-03-15,3,CUS01806,EMP1015,PRD0076,Miền Bắc,Quảng Ninh,4,9000,36000,Khách từ chối nhận,Đang xử lý
RET000236,ORD0031764,2024-12-31,12,CUS00144,EMP1050,PRD0030,Miền Trung,Bình Định,9,8500,76500,Sai sản phẩm,Đã xử lý
RET000237,ORD0029394,2024-09-29,9,CUS00574,EMP1044,PRD0010,Miền Trung,Nghệ An,2,30000,60000,Khách từ chối nhận,Đã xử lý
RET000238,ORD0030389,2024-06-04,6,CUS00573,EMP1041,PRD0067,Miền Trung,Huế,20,20000,400000,Hàng lỗi,Đã xử lý
RET000239,ORD0020442,2024-04-26,4,CUS00100,EMP1032,PRD0043,Miền Bắc,Thái Bình,15,40000,600000,Không đúng đơn hàng,Đã xử lý
RET000240,ORD0059599,2024-02-11,2,CUS00630,EMP1029,PRD0081,Miền Bắc,Hưng Yên,4,30000,120000,Khách từ chối nhận,Đã xử lý
RET000241,ORD0049671,2024-09-02,9,CUS00061,EMP1015,PRD0001,Miền Bắc,Thái Bình,19,12000,228000,Hàng hết hạn,Đã xử lý
RET000242,ORD0027059,2024-06-24,6,CUS01140,EMP1039,PRD0076,Miền Trung,Khánh Hòa,1,9000,9000,Hàng hết hạn,Đã xử lý
RET000243,ORD0055110,2024-06-08,6,CUS01774,EMP1071,PRD0046,Miền Nam,Bình Dương,1,35000,35000,Hàng lỗi,Đang xử lý
RET000244,ORD0033941,2024-12-26,12,CUS01508,EMP1037,PRD0062,Miền Trung,Quảng Ngãi,15,20000,300000,Hàng hết hạn,Đã xử lý
RET000245,ORD0051196,2024-11-29,11,CUS00480,EMP1041,PRD0004,Miền Trung,Quảng Nam,20,25000,500000,Hàng vỡ vận chuyển,Đã xử lý
RET000246,ORD0016262,2024-11-01,11,CUS01763,EMP1011,PRD0006,Miền Bắc,Bắc Ninh,10,25000,250000,Không đúng đơn hàng,Đã xử lý
RET000247,ORD0034813,2024-02-19,2,CUS00294,EMP1051,PRD0081,Miền Trung,Bình Định,9,30000,270000,Hàng vỡ vận chuyển,Đang xử lý
RET000248,ORD0055015,2024-04-20,4,CUS01195,EMP1065,PRD0065,Miền Nam,Bình Dương,1,20000,20000,Khách từ chối nhận,Đã xử lý
RET000249,ORD0017477,2024-09-25,9,CUS00481,EMP1103,PRD0029,Miền Nam,Đồng Nai,23,20000,460000,Không đúng đơn hàng,Đã xử lý
RET000250,ORD0057461,2024-11-12,11,CUS01516,EMP1076,PRD0086,Miền Nam,Long An,16,18000,288000,Không đúng đơn hàng,Đã xử lý
RET000251,ORD0011729,2024-08-11,8,CUS00717,EMP1073,PRD0093,Miền Nam,Bình Dương,50,40000,2000000,Không đúng đơn hàng,Đang xử lý
RET000252,ORD0036996,2024-08-09,8,CUS00498,EMP1027,PRD0001,Miền Bắc,Quảng Ninh,7,12000,84000,Hàng vỡ vận chuyển,Đã xử lý
RET000253,ORD0053318,2024-02-11,2,CUS00527,EMP1102,PRD0070,Miền Nam,Bình Dương,13,35000,455000,Hàng hết hạn,Đã xử lý
RET000254,ORD0055256,2024-09-24,9,CUS00321,EMP1107,PRD0055,Miền Nam,Bình Phước,3,8500,25500,Hàng lỗi,Đã xử lý
RET000255,ORD0034762,2024-11-26,11,CUS00029,EMP1088,PRD0059,Miền Nam,Bình Dương,34,15000,510000,Hàng lỗi,Đã xử lý
RET000256,ORD0033306,2024-02-18,2,CUS00888,EMP1077,PRD0040,Miền Nam,Vũng Tàu,11,18000,198000,Khách từ chối nhận,Đã xử lý
RET000257,ORD0042262,2024-01-29,1,CUS00443,EMP1031,PRD0054,Miền Bắc,Bắc Ninh,22,10000,220000,Hàng hết hạn,Đã xử lý
RET000258,ORD0057167,2024-12-03,12,CUS00573,EMP1041,PRD0095,Miền Trung,Huế,13,10000,130000,Khách từ chối nhận,Đã xử lý
RET000259,ORD0052949,2024-07-21,7,CUS01984,EMP1015,PRD0078,Miền Bắc,Hải Dương,35,10000,350000,Sai sản phẩm,Đã xử lý
RET000260,ORD0054230,2024-03-25,3,CUS01486,EMP1002,PRD0060,Miền Bắc,Hải Dương,1,20000,20000,Hàng lỗi,Đã xử lý
RET000261,ORD0045810,2024-02-14,2,CUS00817,EMP1035,PRD0079,Miền Trung,Quảng Nam,9,25000,225000,Hàng lỗi,Đã xử lý
RET000262,ORD0046216,2024-12-30,12,CUS00505,EMP1030,PRD0083,Miền Bắc,Hưng Yên,25,15000,375000,Hàng hết hạn,Đã xử lý
RET000263,ORD0043178,2024-08-18,8,CUS01059,EMP1053,PRD0013,Miền Nam,Cần Thơ,39,40000,1560000,Hàng hết hạn,Đã xử lý
RET000264,ORD0034193,2024-12-27,12,CUS00560,EMP1031,PRD0095,Miền Bắc,Hà Nội,8,10000,80000,Hàng vỡ vận chuyển,Từ chối
RET000265,ORD0058841,2024-01-21,1,CUS00573,EMP1041,PRD0044,Miền Trung,Huế,47,25000,1175000,Sai sản phẩm,Từ chối
RET000266,ORD0051456,2024-01-08,1,CUS01763,EMP1011,PRD0070,Miền Bắc,Bắc Ninh,41,35000,1435000,Hàng vỡ vận chuyển,Đã xử lý
RET000267,ORD0014161,2024-09-04,9,CUS01694,EMP1004,PRD0097,Miền Trung,Khánh Hòa,7,8500,59500,Hàng lỗi,Đã xử lý
RET000268,ORD0031820,2024-11-01,11,CUS00912,EMP1057,PRD0061,Miền Nam,Vũng Tàu,22,9000,198000,Hàng vỡ vận chuyển,Đã xử lý
RET000269,ORD0027862,2024-12-30,12,CUS00237,EMP1025,PRD0055,Miền Bắc,Quảng Ninh,4,8500,34000,Hàng lỗi,Đang xử lý
RET000270,ORD0030286,2024-07-17,7,CUS01590,EMP1079,PRD0083,Miền Nam,TP.HCM,10,15000,150000,Khách từ chối nhận,Đã xử lý
RET000271,ORD0013303,2024-12-16,12,CUS00573,EMP1041,PRD0083,Miền Trung,Huế,7,15000,105000,Không đúng đơn hàng,Đã xử lý
RET000272,ORD0042495,2024-12-07,12,CUS01161,EMP1040,PRD0004,Miền Trung,Huế,40,25000,1000000,Hàng lỗi,Đã xử lý
RET000273,ORD0012747,2024-10-20,10,CUS00761,EMP1111,PRD0040,Miền Nam,Bình Phước,2,18000,36000,Hàng lỗi,Đã xử lý
RET000274,ORD0046638,2024-04-06,4,CUS01877,EMP1079,PRD0013,Miền Nam,Bình Dương,5,40000,200000,Hàng vỡ vận chuyển,Đã xử lý
RET000275,ORD0018942,2024-09-30,9,CUS00573,EMP1041,PRD0059,Miền Trung,Huế,54,15000,810000,Khách từ chối nhận,Đã xử lý
RET000276,ORD0027581,2024-03-01,3,CUS01576,EMP1049,PRD0029,Miền Trung,Bình Định,2,20000,40000,Khách từ chối nhận,Đã xử lý
RET000277,ORD0018450,2024-05-09,5,CUS00738,EMP1033,PRD0069,Miền Bắc,Nam Định,38,40000,1520000,Hàng lỗi,Đã xử lý
RET000278,ORD0020608,2024-12-20,12,CUS00573,EMP1041,PRD0029,Miền Trung,Huế,5,20000,100000,Không đúng đơn hàng,Đang xử lý
RET000279,ORD0054019,2024-06-03,6,CUS00411,EMP1022,PRD0045,Miền Bắc,Nam Định,1,18000,18000,Không đúng đơn hàng,Đã xử lý
RET000280,ORD0034768,2024-10-09,10,CUS00158,EMP1020,PRD0047,Miền Bắc,Thái Bình,10,20000,200000,Hàng lỗi,Đã xử lý
RET000281,ORD0048597,2024-10-18,10,CUS00574,EMP1044,PRD0011,Miền Trung,Nghệ An,4,25000,100000,Không đúng đơn hàng,Đã xử lý
RET000282,ORD0044903,2024-03-07,3,CUS00574,EMP1044,PRD0057,Miền Trung,Nghệ An,8,50000,400000,Hàng vỡ vận chuyển,Đã xử lý
RET000283,ORD0034121,2024-05-19,5,CUS01094,EMP1074,PRD0049,Miền Nam,Long An,9,8500,76500,Sai sản phẩm,Đã xử lý
RET000284,ORD0050513,2024-04-21,4,CUS00732,EMP1066,PRD0069,Miền Nam,Vũng Tàu,26,40000,1040000,Hàng vỡ vận chuyển,Đã xử lý
RET000285,ORD0028706,2024-12-28,12,CUS00764,EMP1002,PRD0038,Miền Bắc,Hưng Yên,6,10000,60000,Sai sản phẩm,Đã xử lý
RET000286,ORD0044217,2024-12-31,12,CUS01864,EMP1042,PRD0067,Miền Trung,Đà Nẵng,39,20000,780000,Không đúng đơn hàng,Đã xử lý
RET000287,ORD0054958,2024-06-12,6,CUS01358,EMP1002,PRD0100,Miền Bắc,Nam Định,20,10000,200000,Hàng lỗi,Đã xử lý
RET000288,ORD0017152,2024-05-06,5,CUS01091,EMP1010,PRD0094,Miền Bắc,Hải Dương,4,35000,140000,Hàng lỗi,Đang xử lý
RET000289,ORD0044504,2024-09-21,9,CUS01590,EMP1079,PRD0090,Miền Nam,TP.HCM,8,18000,144000,Hàng vỡ vận chuyển,Đã xử lý
RET000290,ORD0012937,2024-04-14,4,CUS00507,EMP1015,PRD0054,Miền Bắc,Bắc Ninh,14,10000,140000,Sai sản phẩm,Đã xử lý
RET000291,ORD0013178,2024-10-05,10,CUS00420,EMP1022,PRD0076,Miền Bắc,Hải Phòng,11,9000,99000,Hàng lỗi,Đang xử lý
RET000292,ORD0038032,2024-07-20,7,CUS01280,EMP1087,PRD0013,Miền Nam,Cần Thơ,4,40000,160000,Không đúng đơn hàng,Đã xử lý
RET000293,ORD0050572,2024-12-31,12,CUS01382,EMP1016,PRD0079,Miền Bắc,Quảng Ninh,20,25000,500000,Không đúng đơn hàng,Đã xử lý
RET000294,ORD0035802,2024-01-23,1,CUS01408,EMP1051,PRD0027,Miền Trung,Bình Định,50,35000,1750000,Khách từ chối nhận,Đã xử lý
RET000295,ORD0026193,2024-12-31,12,CUS01194,EMP1076,PRD0078,Miền Nam,Long An,1,10000,10000,Hàng lỗi,Đã xử lý
RET000296,ORD0051826,2024-09-28,9,CUS00341,EMP1037,PRD0080,Miền Trung,Bình Định,14,12000,168000,Hàng vỡ vận chuyển,Đã xử lý
RET000297,ORD0052229,2024-08-07,8,CUS01530,EMP1005,PRD0077,Miền Bắc,Thái Bình,13,10000,130000,Hàng lỗi,Đã xử lý
RET000298,ORD0021291,2024-07-11,7,CUS00929,EMP1026,PRD0084,Miền Bắc,Bắc Ninh,4,10000,40000,Khách từ chối nhận,Đang xử lý
RET000299,ORD0011667,2024-01-17,1,CUS01417,EMP1039,PRD0006,Miền Trung,Nghệ An,5,25000,125000,Hàng vỡ vận chuyển,Đã xử lý
RET000300,ORD0019515,2024-12-31,12,CUS01590,EMP1079,PRD0030,Miền Nam,TP.HCM,30,8500,255000,Hàng vỡ vận chuyển,Đang xử lý
RET000301,ORD0040747,2024-02-17,2,CUS01906,EMP1103,PRD0062,Miền Nam,TP.HCM,20,20000,400000,Hàng vỡ vận chuyển,Đã xử lý
RET000302,ORD0056714,2024-05-16,5,CUS00728,EMP1029,PRD0006,Miền Bắc,Nam Định,10,25000,250000,Sai sản phẩm,Đã xử lý
RET000303,ORD0026013,2024-12-31,12,CUS01571,EMP1092,PRD0095,Miền Nam,Đồng Nai,12,10000,120000,Hàng vỡ vận chuyển,Đã xử lý
RET000304,ORD0055575,2024-10-21,10,CUS01590,EMP1079,PRD0040,Miền Nam,TP.HCM,16,18000,288000,Hàng vỡ vận chuyển,Từ chối
RET000305,ORD0051213,2024-10-23,10,CUS00513,EMP1040,PRD0045,Miền Trung,Khánh Hòa,29,18000,522000,Không đúng đơn hàng,Đã xử lý
RET000306,ORD0025493,2024-12-31,12,CUS01695,EMP1025,PRD0030,Miền Bắc,Hưng Yên,4,8500,34000,Khách từ chối nhận,Đang xử lý
RET000307,ORD0030622,2024-12-31,12,CUS00220,EMP1025,PRD0029,Miền Bắc,Quảng Ninh,18,20000,360000,Hàng hết hạn,Từ chối
RET000308,ORD0020682,2024-01-29,1,CUS01971,EMP1014,PRD0077,Miền Bắc,Nam Định,42,10000,420000,Sai sản phẩm,Đã xử lý
RET000309,ORD0043506,2024-01-26,1,CUS00574,EMP1044,PRD0072,Miền Trung,Nghệ An,21,35000,735000,Hàng lỗi,Đang xử lý
RET000310,ORD0058959,2024-10-26,10,CUS00912,EMP1057,PRD0010,Miền Nam,Vũng Tàu,18,30000,540000,Hàng vỡ vận chuyển,Đã xử lý
RET000311,ORD0010378,2024-09-09,9,CUS00778,EMP1014,PRD0020,Miền Bắc,Hưng Yên,2,20000,40000,Hàng hết hạn,Đã xử lý
RET000312,ORD0051536,2024-03-31,3,CUS00505,EMP1030,PRD0015,Miền Bắc,Hưng Yên,4,9000,36000,Hàng vỡ vận chuyển,Đang xử lý
RET000313,ORD0037717,2024-01-09,1,CUS00341,EMP1037,PRD0059,Miền Trung,Bình Định,15,15000,225000,Không đúng đơn hàng,Đã xử lý
RET000314,ORD0013104,2024-08-16,8,CUS01564,EMP1042,PRD0049,Miền Trung,Nghệ An,5,8500,42500,Sai sản phẩm,Đã xử lý
RET000315,ORD0034865,2024-05-01,5,CUS01460,EMP1035,PRD0010,Miền Trung,Huế,5,30000,150000,Sai sản phẩm,Đã xử lý
RET000316,ORD0034592,2024-12-04,12,CUS00573,EMP1041,PRD0022,Miền Trung,Huế,1,15000,15000,Hàng vỡ vận chuyển,Đã xử lý
RET000317,ORD0028178,2024-05-09,5,CUS00850,EMP1108,PRD0059,Miền Nam,Đồng Nai,4,15000,60000,Hàng lỗi,Đã xử lý
RET000318,ORD0011931,2024-10-07,10,CUS00574,EMP1044,PRD0094,Miền Trung,Nghệ An,20,35000,700000,Sai sản phẩm,Đã xử lý
RET000319,ORD0047270,2024-11-10,11,CUS01882,EMP1018,PRD0050,Miền Bắc,Hải Dương,36,9000,324000,Khách từ chối nhận,Đã xử lý
RET000320,ORD0041434,2024-12-31,12,CUS01864,EMP1042,PRD0049,Miền Trung,Đà Nẵng,22,8500,187000,Hàng vỡ vận chuyển,Đã xử lý
RET000321,ORD0051568,2024-01-26,1,CUS00573,EMP1041,PRD0043,Miền Trung,Huế,2,40000,80000,Không đúng đơn hàng,Đã xử lý
RET000322,ORD0040005,2024-09-21,9,CUS01657,EMP1039,PRD0036,Miền Trung,Huế,2,30000,60000,Khách từ chối nhận,Đã xử lý
RET000323,ORD0043555,2024-11-02,11,CUS01001,EMP1017,PRD0093,Miền Bắc,Hà Nội,26,40000,1040000,Hàng vỡ vận chuyển,Đã xử lý
RET000324,ORD0048334,2024-02-18,2,CUS01140,EMP1039,PRD0047,Miền Trung,Khánh Hòa,25,20000,500000,Hàng vỡ vận chuyển,Đã xử lý
RET000325,ORD0038843,2024-12-31,12,CUS00420,EMP1022,PRD0066,Miền Bắc,Hải Phòng,21,18000,378000,Sai sản phẩm,Đã xử lý
RET000326,ORD0034320,2024-09-16,9,CUS01590,EMP1079,PRD0029,Miền Nam,TP.HCM,1,20000,20000,Hàng hết hạn,Đã xử lý
RET000327,ORD0028969,2024-07-30,7,CUS01590,EMP1079,PRD0062,Miền Nam,TP.HCM,14,20000,280000,Hàng lỗi,Đã xử lý
RET000328,ORD0040278,2024-12-09,12,CUS01213,EMP1008,PRD0054,Miền Bắc,Hải Phòng,32,10000,320000,Hàng hết hạn,Đã xử lý
RET000329,ORD0057080,2024-09-22,9,CUS01590,EMP1079,PRD0070,Miền Nam,TP.HCM,35,35000,1225000,Hàng vỡ vận chuyển,Đã xử lý
RET000330,ORD0057785,2024-01-18,1,CUS01590,EMP1079,PRD0032,Miền Nam,TP.HCM,1,18000,18000,Khách từ chối nhận,Đã xử lý
RET000331,ORD0014439,2024-08-15,8,CUS01001,EMP1017,PRD0027,Miền Bắc,Hà Nội,4,35000,140000,Khách từ chối nhận,Đã xử lý
RET000332,ORD0029993,2024-12-27,12,CUS01265,EMP1055,PRD0038,Miền Nam,Bình Dương,24,10000,240000,Sai sản phẩm,Đã xử lý
RET000333,ORD0031887,2024-06-15,6,CUS01016,EMP1045,PRD0028,Miền Trung,Huế,16,15000,240000,Khách từ chối nhận,Đã xử lý
RET000334,ORD0021807,2024-10-07,10,CUS00024,EMP1042,PRD0070,Miền Trung,Quảng Ngãi,4,35000,140000,Hàng lỗi,Đã xử lý
RET000335,ORD0047707,2024-10-02,10,CUS00573,EMP1041,PRD0089,Miền Trung,Huế,9,35000,315000,Khách từ chối nhận,Đã xử lý
RET000336,ORD0057851,2024-04-01,4,CUS00075,EMP1070,PRD0014,Miền Nam,Tiền Giang,19,30000,570000,Hàng lỗi,Đã xử lý
RET000337,ORD0054400,2024-02-20,2,CUS00775,EMP1010,PRD0097,Miền Bắc,Hà Nội,1,8500,8500,Khách từ chối nhận,Đã xử lý
RET000338,ORD0034677,2024-04-27,4,CUS00912,EMP1057,PRD0082,Miền Nam,Vũng Tàu,31,12000,372000,Khách từ chối nhận,Từ chối
